name,slug
"Representative Nussle, Jim",jim-nussle/N000172
"Representative Nye, Glenn C.",glenn-nye/N000183
"Representative O'Brien, George M.",george-o-brien/O000010
"Representative O'Halleran, Tom",tom-o-halleran/O000171
"Representative O'Hara, James G.",james-o-hara/O000055
"Representative O'Neill, Thomas P., Jr.",thomas-o-neill/O000098
"Representative O'Rourke, Beto",beto-o-rourke/O000170
"Representative Oakar, Mary Rose",mary-oakar/O000001
"Senator Obama, Barack",barack-obama/O000167
"Representative Oberstar, James L.",james-oberstar/O000006
"Representative Obey, David R.",david-obey/O000007
"Representative Ocasio-Cortez, Alexandria",alexandria-ocasio-cortez/O000172
"Representative Olin, James R.",james-olin/O000069
"Representative Olson, Pete",pete-olson/O000168
"Representative Olver, John W.",john-olver/O000085
"Representative Omar, Ilhan",ilhan-omar/O000173
"Representative Ortiz, Solomon P.",solomon-ortiz/O000107
"Representative Orton, Bill",bill-orton/O000108
"Representative Osborne, Tom",tom-osborne/O000165
"Representative Ose, Doug",doug-ose/O000164
"Representative Otter, C. L. (Butch)",c-l-otter/O000166
"Representative Ottinger, Richard L.",richard-ottinger/O000134
"Representative Owens, Major R.",major-owens/O000159
"Representative Owens, Wayne",wayne-owens/O000156
"Representative Owens, William L.",william-owens/O000169
"Representative Oxley, Michael G.",michael-oxley/O000163
"Representative Packard, Ron",ron-packard/P000005
"Senator Packwood, Bob",robert-packwood/P000009
"Representative Palazzo, Steven M.",steven-palazzo/P000601
"Representative Pallone, Frank, Jr.",frank-pallone/P000034
"Representative Palmer, Gary J.",gary-palmer/P000609
"Representative Panetta, Jimmy",jimmy-panetta/P000613
"Representative Panetta, Leon",leon-panetta/P000047
"Representative Pappas, Chris",chris-pappas/P000614
"Representative Pappas, Michael",michael-pappas/P000049
"Representative Parker, Mike",mike-parker/P000066
"Representative Parris, Stanford E. (Stan)",stanford-parris/P000080
"Representative Pascrell, Bill, Jr.",william-pascrell/P000096
"Representative Pashayan, Charles, Jr.",charles-pashayan/P000097
"Representative Passman, Otto E.",otto-passman/P000098
"Representative Pastor, Ed",ed-pastor/P000099
"Senator Pastore, John O.",john-pastore/P000100
"Representative Patman, William N.",william-patman/P000104
"Representative Patman, Wright",wright-patman/P000103
"Representative Patten, Edward J.",edward-patten/P000106
"Representative Patterson, Elizabeth",elizabeth-patterson/P000112
"Representative Patterson, Jerry M.",jerry-patterson/P000121
"Representative Pattison, Edward W.",edward-pattison/P000134
"Senator Paul, Rand",rand-paul/P000603
"Representative Paul, Ron",ron-paul/P000583
"Representative Paulsen, Erik",erik-paulsen/P000594
"Representative Paxon, Bill",bill-paxon/P000148
"Representative Payne, Donald M.",donald-payne/P000149
"Representative Payne, Donald M., Jr.",donald-payne/P000604
"Representative Payne, Lewis F., Jr.",l-payne/P000152
"Representative Pearce, Stevan",stevan-pearce/P000588
"Senator Pearson, James B.",james-pearson/P000166
"Representative Pease, Donald J.",donald-pease/P000170
"Representative Pease, Edward A.",edward-pease/P000171
"Senator Pell, Claiborne",claiborne-pell/P000193
"Representative Pelosi, Nancy",nancy-pelosi/P000197
"Representative Pence, Greg",greg-pence/P000615
"Representative Pence, Mike",mike-pence/P000587
"Representative Penny, Timothy J.",timothy-penny/P000215
"Representative Pepper, Claude",claude-pepper/P000218
"Senator Percy, Charles H.",charles-percy/P000222
"Senator Perdue, David",david-perdue/P000612
"Representative Perkins, Carl C.",carl-perkins/P000229
"Representative Perkins, Carl Dewey",carl-perkins/P000230
"Representative Perlmutter, Ed",ed-perlmutter/P000593
"Representative Perriello, Thomas S.P.",thomas-perriello/P000600
"Representative Perry, Scott",scott-perry/P000605
"Senator Peters, Gary C.",gary-peters/P000595
"Representative Peters, Scott H.",scott-peters/P000608
"Representative Peterson, Collin C.",collin-peterson/P000258
"Representative Peterson, Douglas (Pete)",pete-peterson/P000259
"Representative Peterson, John E.",john-peterson/P000263
"Representative Petri, Thomas E.",tom-petri/P000265
"Representative Pettis, Jerry L.",jerry-pettis/P000272
"Representative Pettis, Shirley N.",shirley-pettis/P000273
"Representative Peyser, Peter A.",peter-peyser/P000280
"Representative Phelps, David D.",david-phelps/P000584
"Representative Phillips, Dean",dean-phillips/P000616
"Representative Pickering, Charles W. ""Chip""",charles-pickering/P000323
"Representative Pickett, Owen B.",owen-pickett/P000326
"Representative Pickle, J. J.",j-pickle/P000328
"Representative Pierluisi, Pedro R.",pedro-pierluisi/P000596
"Representative Pike, Otis G.",otis-pike/P000348
"Representative Pingree, Chellie",chellie-pingree/P000597
"Representative Pittenger, Robert",robert-pittenger/P000606
"Representative Pitts, Joseph R.",joseph-pitts/P000373
"Representative Plaskett, Stacey E.",stacey-plaskett/P000610
"Representative Platts, Todd Russell",todd-platts/P000585
"Representative Poage, W. R.",william-poage/P000398
"Representative Pocan, Mark",mark-pocan/P000607
"Representative Podell, Bertram L.",bertram-podell/P000399
"Representative Poe, Ted",ted-poe/P000592
"Representative Poliquin, Bruce",bruce-poliquin/P000611
"Representative Polis, Jared",jared-polis/P000598
"Representative Pombo, Richard W.",richard-pombo/P000419
"Representative Pomeroy, Earl",earl-pomeroy/P000422
"Representative Pompeo, Mike",mike-pompeo/P000602
"Representative Porter, John Edward",john-porter/P000444
"Representative Porter, Jon C.",jon-porter/P000589
"Representative Porter, Katie",katie-porter/P000618
"Senator Portman, Rob",rob-portman/P000449
"Representative Posey, Bill",bill-posey/P000599
"Representative Poshard, Glenn",glenn-poshard/P000452
"Representative Powell, Walter E.",walter-powell/P000485
"Senator Pressler, Larry",larry-pressler/P000513
"Representative Pressley, Ayanna",ayanna-pressley/P000617
"Representative Preyer, Richardson",l-preyer/P000520
"Representative Price, David E.",david-price/P000523
"Representative Price, Melvin",charles-price/P000522
"Representative Price, Robert D.",robert-price/P000528
"Representative Price, Tom",tom-price/P000591
"Representative Pritchard, Joel",joel-pritchard/P000546
"Senator Proxmire, William",william-proxmire/P000553
"Representative Pryce, Deborah",deborah-pryce/P000555
"Senator Pryor, David H.",david-pryor/P000556
"Senator Pryor, Mark L.",mark-pryor/P000590
"Representative Pursell, Carl D.",carl-pursell/P000574
"Representative Putnam, Adam H.",adam-putnam/P000586
"Representative Quayle, Benjamin",benjamin-quayle/Q000024
"Senator Quayle, Dan",john-quayle/Q000007
"Representative Quie, Albert H.",albert-quie/Q000010
"Representative Quigley, Mike",mike-quigley/Q000023
"Representative Quillen, James H. (Jimmy)",james-quillen/Q000013
"Representative Quinn, Jack",jack-quinn/Q000016
"Representative Radanovich, George",george-radanovich/R000004
"Representative Radel, Trey",trey-radel/R000596
"Representative Radewagen, Aumua Amata Coleman",aumua-amata-radewagen/R000600
"Representative Rahall, Nick J., II",nick-rahall/R000011
"Representative Railsback, Thomas F.",tom-railsback/R000012
"Representative Ramstad, Jim",jim-ramstad/R000033
"Representative Randall, William J.",william-randall/R000041
"Senator Randolph, Jennings",jennings-randolph/R000046
"Representative Rangel, Charles B.",charles-rangel/R000053
"Representative Rarick, John R.",john-rarick/R000065
"Representative Raskin, Jamie",jamie-raskin/R000606
"Representative Ratchford, William R.",william-ratchford/R000067
"Representative Ratcliffe, John",john-ratcliffe/R000601
"Representative Ravenel, Arthur, Jr.",arthur-ravenel/R000072
"Representative Ray, Richard B.",richard-ray/R000080
"Representative Redmond, Bill",bill-redmond/R000567
"Senator Reed, Jack",john-reed/R000122
"Representative Reed, Tom",tom-reed/R000585
"Representative Rees, Thomas N.",thomas-rees/R000134
"Representative Regula, Ralph",ralph-regula/R000141
"Representative Rehberg, Denny",denny-rehberg/R000571
"Representative Reichert, David G.",david-reichert/R000578
"Senator Reid, Harry",harry-reid/R000146
"Representative Reid, Ogden R.",ogden-reid/R000150
"Representative Renacci, James B.",james-renacci/R000586
"Representative Renzi, Rick",rick-renzi/R000574
"Representative Reschenthaler, Guy",guy-reschenthaler/R000610
"Representative Reuss, Henry S.",henry-reuss/R000165
"Representative Reyes, Silvestre",silvestre-reyes/R000170
"Representative Reynolds, Mel",mel-reynolds/R000178
"Representative Reynolds, Thomas M.",thomas-reynolds/R000569
"Representative Rhodes, John J.",john-rhodes/R000188
"Representative Rhodes, John J., III",john-rhodes/R000189
"Representative Ribble, Reid J.",reid-ribble/R000587
"Senator Ribicoff, Abraham A.",abraham-ribicoff/R000191
"Representative Rice, Kathleen M.",kathleen-rice/R000602
"Representative Rice, Tom",tom-rice/R000597
"Representative Richardson, Bill",bill-richardson/R000229
"Representative Richardson, Laura",laura-richardson/R000581
"Representative Richmond, Cedric L.",cedric-richmond/R000588
"Representative Richmond, Frederick W.",frederick-richmond/R000232
"Representative Ridge, Thomas J.",thomas-ridge/R000243
"Senator Riegle, Donald W., Jr.",donald-riegle/R000249
"Representative Rigell, E. Scott",e-rigell/R000589
"Representative Riggleman, Denver",denver-riggleman/R000611
"Representative Riggs, Frank",frank-riggs/R000252
"Representative Riley, Bob",bob-riley/R000258
"Representative Rinaldo, Matthew J.",matthew-rinaldo/R000262
"Senator Risch, James E.",james-risch/R000584
"Representative Risenhoover, Theodore M.",theo-risenhoover/R000268
"Representative Ritter, Don",donald-ritter/R000277
"Representative Rivera, David",david-rivera/R000590
"Representative Rivers, Lynn N.",lynn-rivers/R000281
"Senator Robb, Charles S.",charles-robb/R000295
"Representative Roberts, Clint",clint-roberts/R000308
"Senator Roberts, Pat",pat-roberts/R000307
"Representative Roberts, Ray",ray-roberts/R000312
"Representative Robinson, J. Kenneth",j-robinson/R000337
"Representative Robinson, Tommy F.",tommy-robinson/R000354
"Representative Robison, Howard W.",howard-robison/R000357
"Representative Roby, Martha",martha-roby/R000591
"Senator Rockefeller, John D., IV",jay-rockefeller/R000361
"Representative Rodino, Peter W., Jr.",peter-rodino/R000374
"Representative Rodriguez, Ciro D.",ciro-rodriguez/R000568
"Representative Roe, David P.",david-roe/R000582
"Representative Roe, Robert A.",robert-roe/R000383
"Representative Roemer, Buddy",charles-roemer/R000384
"Representative Roemer, Tim",tim-roemer/R000385
"Representative Rogan, James E.",james-rogan/R000386
"Representative Rogers, Harold",harold-rogers/R000395
"Representative Rogers, Mike D.",mike-rogers/R000575
"Representative Rogers, Mike J.",mike-rogers/R000572
"Representative Rogers, Paul G.",paul-rogers/R000401
"Representative Rohrabacher, Dana",dana-rohrabacher/R000409
"Representative Rokita, Todd",todd-rokita/R000592
"Representative Romero-Barcelo, Carlos A.",carlos-romero-barcelo/R000417
"Senator Romney, Mitt ",mitt-romney/R000615
"Representative Roncalio, Teno",teno-roncalio/R000421
"Representative Roncallo, Angelo D.",angelo-roncallo/R000422
"Representative Rooney, Francis",francis-rooney/R000607
"Representative Rooney, Fred B.",fred-rooney/R000423
"Representative Rooney, John J.",john-rooney/R000424
"Representative Rooney, Thomas J.",thomas-rooney/R000583
"Representative Ros-Lehtinen, Ileana",ileana-ros-lehtinen/R000435
"Representative Rose, Charlie",charles-rose/R000436
"Representative Rose, John W.",john-rose/R000612
"Representative Rose, Max",max-rose/R000613
"Senator Rosen, Jacky",jacklyn-rosen/R000608
"Representative Rosenthal, Benjamin S.",benjamin-rosenthal/R000442
"Representative Roskam, Peter J.",peter-roskam/R000580
"Representative Ross, Dennis A.",dennis-ross/R000593
"Representative Ross, Mike",mike-ross/R000573
"Representative Rostenkowski, Dan",daniel-rostenkowski/R000458
"Senator Roth Jr., William V.",william-roth/R000460
"Representative Roth, Toby",toby-roth/R000459
"Representative Rothfus, Keith J.",keith-rothfus/R000598
"Representative Rothman, Steven R.",steven-rothman/R000462
"Representative Rouda, Harley",harley-rouda/R000616
"Representative Roukema, Marge",marge-roukema/R000465
"Senator Rounds, Mike ",mike-rounds/R000605
"Representative Roush, J. Edward",john-roush/R000467
"Representative Rousselot, John H.",john-rousselot/R000469
"Representative Rouzer, David",david-rouzer/R000603
"Representative Rowland, J. Roy",j-rowland/R000481
"Representative Rowland, John G.",john-rowland/R000482
"Representative Roy, Chip",chip-roy/R000614
"Representative Roy, William R.",william-roy/R000484
"Representative Roybal, Edward R.",edward-roybal/R000485
"Representative Roybal-Allard, Lucille",lucille-roybal-allard/R000486
"Representative Royce, Edward R.",ed-royce/R000487
"Representative Royer, William",william-royer/R000489
"Senator Rubio, Marco",marco-rubio/R000595
"Representative Rudd, Eldon D.",eldon-rudd/R000495
"Senator Rudman, Warren",warren-rudman/R000497
"Representative Ruiz, Raul",raul-ruiz/R000599
"Representative Runnels, Harold L.",harold-runnels/R000510
"Representative Runyan, Jon",jon-runyan/R000594
"Representative Ruppe, Philip E.",philip-ruppe/R000512
"Representative Ruppersberger, C. A. Dutch",c-a-ruppersberger/R000576
"Representative Rush, Bobby L.",bobby-rush/R000515
"Representative Russell, Steve",steve-russell/R000604
"Representative Russo, Martin A.",martin-russo/R000543
"Representative Ruth, Earl B.",earl-ruth/R000545
"Representative Rutherford, John H.",john-rutherford/R000609
"Representative Ryan, Leo J.",leo-ryan/R000558
"Representative Ryan, Paul D.",paul-ryan/R000570
"Representative Ryan, Tim",tim-ryan/R000577
"Representative Ryun, Jim",jim-ryun/R000566
"Representative Sablan, Gregorio Kilili Camacho",gregorio-sablan/S001177
"Representative Sabo, Martin Olav",martin-sabo/S000005
"Representative Saiki, Patricia",patricia-saiki/S000014
"Representative Salazar, John T.",john-salazar/S001158
"Senator Salazar, Ken",ken-salazar/S001163
"Representative Sali, Bill",bill-sali/S001167
"Representative Salmon, Matt",matt-salmon/S000018
"Representative San Nicolas, Michael F. Q.",michael-san-nicolas/S001204
"Representative Sanchez, Linda T.",linda-sanchez/S001156
"Representative Sanchez, Loretta",loretta-sanchez/S000030
"Senator Sanders, Bernard",bernard-sanders/S000033
"Representative Sandlin, Max",max-sandlin/S000044
"Representative Sandman, Charles W., Jr.",chas-sandman/S000045
"Representative Sanford, Mark",mark-sanford/S000051
"Senator Sanford, Terry",terry-sanford/S000055
"Representative Sangmeister, George E.",george-sangmeister/S000056
"Representative Santini, James D.",jim-santini/S000058
"Senator Santorum, Rick",rick-santorum/S000059
"Representative Sarasin, Ronald A.",ronald-sarasin/S000062
"Representative Sarbanes, John P.",john-sarbanes/S001168
"Senator Sarbanes, Paul S.",paul-sarbanes/S000064
"Representative Sarpalius, Bill",bill-sarpalius/S000066
"Senator Sasse, Ben ",ben-sasse/S001197
"Senator Sasser, Jim",james-sasser/S000068
"Representative Satterfield, David E., III",dave-satterfield/S000070
"Representative Savage, Gus",gus-savage/S000081
"Representative Sawyer, Harold S.",harold-sawyer/S000087
"Representative Sawyer, Tom",tom-sawyer/S000094
"Senator Saxbe, William B.",william-saxbe/S000096
"Representative Saxton, Jim",h-saxton/S000097
"Representative Saylor, John P.",john-saylor/S000102
"Representative Scalise, Steve",steve-scalise/S001176
"Representative Scanlon, Mary Gay",mary-scanlon/S001205
"Representative Scarborough, Joe",joe-scarborough/S000106
"Representative Schaefer, Dan",dan-schaefer/S000109
"Representative Schaffer, Bob",robert-schaffer/S000112
"Representative Schakowsky, Janice D.",janice-schakowsky/S001145
"Senator Schatz, Brian",brian-schatz/S001194
"Representative Schauer, Mark H.",mark-schauer/S001178
"Representative Schenk, Lynn",lynn-schenk/S000119
"Representative Scherle, William J.",william-scherle/S000121
"Representative Scheuer, James H.",james-scheuer/S000124
"Representative Schiff, Adam B.",adam-schiff/S001150
"Representative Schiff, Steven",steven-schiff/S000125
"Representative Schilling, Robert T.",robert-schilling/S001182
"Representative Schmidt, Jean",jean-schmidt/S001164
"Senator Schmitt, Harrison H.",harrison-schmitt/S000132
"Representative Schneebeli, Herman T.",herman-schneebeli/S000135
"Representative Schneider, Bradley Scott",bradley-schneider/S001190
"Representative Schneider, Claudine",claudine-schneider/S000136
"Representative Schock, Aaron",aaron-schock/S001179
"Representative Schrader, Kurt",kurt-schrader/S001180
"Representative Schrier, Kim",kim-schrier/S001216
"Representative Schrock, Edward L.",edward-schrock/S001151
"Representative Schroeder, Patricia",patricia-schroeder/S000142
"Representative Schuette, Bill",bill-schuette/S000143
"Representative Schulze, Richard T.",richard-schulze/S000146
"Senator Schumer, Charles E.",charles-schumer/S000148
"Representative Schwartz, Allyson Y.",allyson-schwartz/S001162
"Representative Schwarz, John J.H. ""Joe""",john-schwarz/S001161
"Senator Schweiker, Richard S.",richard-schweiker/S000159
"Representative Schweikert, David",david-schweikert/S001183
"Representative Scott, Austin",austin-scott/S001189
"Representative Scott, David",david-scott/S001157
"Senator Scott, Hugh",hugh-scott/S000174
"Senator Scott, Rick ",rick-scott/S001217
"Representative Scott, Robert C. ""Bobby""",robert-scott/S000185
"Senator Scott, Tim",tim-scott/S001184
"Senator Scott, William Lloyd",william-scott/S000189
"Representative Seastrand, Andrea H.",andrea-seastrand/S000213
"Representative Sebelius, Keith G.",keith-sebelius/S000217
"Representative Seiberling, John F.",john-seiberling/S000230
"Representative Sekula Gibbs, Shelley",shelley-sekula-gibbs/S001166
"Representative Sensenbrenner, F. James, Jr.",f-sensenbrenner/S000244
"Representative Serrano, Jose E.",jose-serrano/S000248
"Senator Sessions, Jeff",jeff-sessions/S001141
"Representative Sessions, Pete",pete-sessions/S000250
"Representative Sestak, Joe",joe-sestak/S001169
"Representative Sewell, Terri A.",terri-sewell/S001185
"Senator Seymour, John",john-seymour/S000269
"Representative Shadegg, John B.",john-shadegg/S000275
"Senator Shaheen, Jeanne",jeanne-shaheen/S001181
"Representative Shalala, Donna E.",donna-shalala/S001206
"Representative Shamansky, Bob",robert-shamansky/S000282
"Representative Shannon, James M.",james-shannon/S000286
"Representative Sharp, Philip R.",philip-sharp/S000294
"Representative Shaw, E. Clay, Jr.",e-shaw/S000303
"Representative Shays, Christopher",christopher-shays/S001144
"Representative Shea-Porter, Carol",carol-shea-porter/S001170
"Senator Shelby, Richard C.",richard-shelby/S000320
"Representative Shepherd, Karen",karen-shepherd/S000332
"Representative Sherman, Brad",brad-sherman/S000344
"Representative Sherrill, Mikie",mikie-sherrill/S001207
"Representative Sherwood, Don",don-sherwood/S001146
"Representative Shimkus, John",john-shimkus/S000364
"Representative Shipley, George E.",george-shipley/S000367
"Representative Shoup, Dick",richard-shoup/S000383
"Representative Shows, Ronnie",ronnie-shows/S001147
"Representative Shriver, Garner E.",garner-shriver/S000388
"Representative Shuler, Heath",heath-shuler/S001171
"Representative Shumway, Norman D.",norman-shumway/S000393
"Representative Shuster, Bill",bill-shuster/S001154
"Representative Shuster, Bud",bud-shuster/S000394
"Representative Sikes, Robert L. F.",robert-sikes/S000406
"Representative Sikorski, Gerry E.",gerry-sikorski/S000407
"Representative Siljander, Mark D.",mark-siljander/S000409
"Representative Simmons, Rob",rob-simmons/S001152
"Senator Simon, Paul",paul-simon/S000423
"Senator Simpson, Alan K.",alan-simpson/S000429
"Representative Simpson, Michael K.",michael-simpson/S001148
"Senator Sinema, Kyrsten",kyrsten-sinema/S001191
"Representative Sires, Albio",albio-sires/S001165
"Representative Sisisky, Norman",norman-sisisky/S000453
"Representative Sisk, B. F.",bernice-sisk/S000454
"Representative Skaggs, David E.",david-skaggs/S000462
"Representative Skeen, Joe",joseph-skeen/S000463
"Representative Skelton, Ike",ike-skelton/S000465
"Representative Skubitz, Joe",joe-skubitz/S000472
"Representative Slack, John",john-slack/S000473
"Representative Slattery, Jim",james-slattery/S000477
"Representative Slaughter, D. French, Jr.",d-slaughter/S000479
"Representative Slaughter, Louise McIntosh",louise-slaughter/S000480
"Representative Slotkin, Elissa",elissa-slotkin/S001208
"Representative Smith, Adam",adam-smith/S000510
"Representative Smith, Adrian",adrian-smith/S001172
"Representative Smith, Albert L., Jr.",albert-smith/S000514
"Senator Smith, Bob",robert-smith/S000606
"Representative Smith, Christopher H.",christopher-smith/S000522
"Representative Smith, Denny",denny-smith/S000527
"Senator Smith, Gordon H.",gordon-smith/S001142
"Representative Smith, Henry P., III",henry-smith/S000548
"Representative Smith, Jason",jason-smith/S001195
"Representative Smith, Joseph F.",joseph-smith/S000579
"Representative Smith, Lamar",lamar-smith/S000583
"Representative Smith, Larkin",larkin-smith/S000584
"Representative Smith, Lawrence",lawrence-smith/S000586
"Representative Smith, Linda",linda-smith/S000587
"Representative Smith, Neal Edward",neal-smith/S000596
"Representative Smith, Nick",nick-smith/S000597
"Representative Smith, Peter",peter-smith/S000601
"Representative Smith, Robert",robert-smith/S000607
"Senator Smith, Tina ",tina-smith/S001203
"Representative Smith, Virginia",virginia-smith/S000622
"Representative Smucker, Lloyd",lloyd-smucker/S001199
"Representative Snowbarger, Vince",vince-snowbarger/S000662
"Senator Snowe, Olympia J.",olympia-snowe/S000663
"Representative Snyder, M. G. (Gene)",m-snyder/S000669
"Representative Snyder, Vic",victor-snyder/S000672
"Representative Sodrel, Michael E.",michael-sodrel/S001160
"Representative Solarz, Stephen J.",stephen-solarz/S000673
"Representative Solis, Hilda L.",hilda-solis/S001153
"Representative Solomon, Gerald B. H.",gerald-solomon/S000675
"Representative Soto, Darren",darren-soto/S001200
"Representative Souder, Mark E.",mark-souder/S001143
"Representative Southerland, Steve II",steve-southerland/S001186
"Representative Space, Zachary T.",zachary-space/S001173
"Representative Spanberger, Abigail Davis",abigail-spanberger/S001209
"Representative Spano, Ross",ross-spano/S001210
"Senator Sparkman, John J.",john-sparkman/S000701
"Senator Specter, Arlen",arlen-specter/S000709
"Representative Speier, Jackie",jackie-speier/S001175
"Representative Spellman, Gladys Noon",gladys-spellman/S000716
"Representative Spence, Floyd",floyd-spence/S000718
"Representative Spratt, John M., Jr.",john-spratt/S000749
"Representative St Germain, Fernand J.",fernand-st-germain/S000762
"Senator Stabenow, Debbie",deborah-stabenow/S000770
"Representative Stack, Edward J.",edward-stack/S000772
"Senator Stafford, Robert T.",robert-stafford/S000776
"Representative Staggers, Harley O.",harley-staggers/S000778
"Representative Staggers, Harley O., Jr.",harley-staggers/S000779
"Representative Stallings, Richard H.",richard-stallings/S000785
"Representative Stangeland, Arlan",arlan-stangeland/S000795
"Representative Stanton, Greg",greg-stanton/S001211
"Representative Stanton, J. William",j-stanton/S000804
"Representative Stanton, James V.",james-stanton/S000803
"Representative Stark, Fortney Pete",pete-stark/S000810
"Representative Staton, David Michael",mick-staton/S000818
"Representative Stauber, Pete",pete-stauber/S001212
"Representative Stearns, Cliff",cliff-stearns/S000822
"Representative Steed, Tom",thomas-steed/S000829
"Representative Steele, Robert H.",robert-steele/S000836
"Representative Steelman, Alan",alan-steelman/S000841
"Representative Steers, Newton I., Jr.",newton-steers/S000844
"Representative Stefanik, Elise M.",elise-stefanik/S001196
"Representative Steiger, Sam",sam-steiger/S000846
"Representative Steiger, William A.",william-steiger/S000847
"Representative Steil, Bryan",bryan-steil/S001213
"Representative Stenholm, Charles W.",charles-stenholm/S000851
"Senator Stennis, John C.",john-stennis/S000852
"Representative Stephens, Robert G., Jr.",robert-stephens/S000860
"Representative Steube, W. Gregory",w-steube/S001214
"Representative Stevens, Haley M.",haley-stevens/S001215
"Senator Stevens, Ted",theodore-stevens/S000888
"Senator Stevenson, Adlai E., III",adlai-stevenson/S000890
"Representative Stewart, Bennett McVey",bennett-stewart/S000902
"Representative Stewart, Chris",chris-stewart/S001192
"Senator Stewart, Donald",donald-stewart/S000907
"Representative Stivers, Steve",steve-stivers/S001187
"Representative Stockman, David A.",david-stockman/S000935
"Representative Stockman, Steve",steve-stockman/S000937
"Representative Stokes, Louis",louis-stokes/S000948
"Senator Stone, Richard (Dick)",richard-stone/S000962
"Representative Strang, Michael L.",michael-strang/S000991
"Senator Strange, Luther",luther-strange/S001202
"Representative Stratton, Samuel S.",samuel-stratton/S000997
"Representative Strickland, Ted",ted-strickland/S001004
"Representative Stubblefield, Frank A.",frank-stubblefield/S001037
"Representative Stuckey, W. S. (Bill), Jr.",w-stuckey/S001039
"Representative Studds, Gerry E.",gerry-studds/S001040
"Representative Stump, Bob",bob-stump/S001044
"Representative Stupak, Bart",bart-stupak/S001045
"Representative Stutzman, Marlin A.",marlin-stutzman/S001188
"Senator Sullivan, Dan ",dan-sullivan/S001198
"Representative Sullivan, John",john-sullivan/S001155
"Representative Sullivan, Leonor K. (Mrs. John B.)",leonor-sullivan/S001057
"Representative Sundquist, Don",donald-sundquist/S001075
"Representative Sunia, Foto I. F.",foto-sunia/S001077
"Senator Sununu, John E.",john-sununu/S001078
"Representative Suozzi, Thomas R.",thomas-suozzi/S001201
"Representative Sutton, Betty",betty-sutton/S001174
"Representative Swalwell, Eric",eric-swalwell/S001193
"Representative Sweeney, David McCann",david-sweeney/S001101
"Representative Sweeney, John E.",john-sweeney/S001149
"Representative Swett, Dick",dick-swett/S001113
"Representative Swift, Al",allen-swift/S001115
"Representative Swindall, Patrick L.",patrick-swindall/S001122
"Representative Symington, James W.",james-symington/S001134
"Senator Symington, Stuart",william-symington/S001136
"Senator Symms, Steven D.",steven-symms/S001138
"Representative Synar, Mike",michael-synar/S001139
"Senator Taft, Robert, Jr.",robert-taft/T000010
"Representative Takai, Mark",mark-takai/T000473
"Representative Takano, Mark",mark-takano/T000472
"Representative Talcott, Burt L.",burt-talcott/T000022
"Senator Talent, Jim",jim-talent/T000024
"Representative Tallon, Robert M. (Robin)",robert-tallon/T000034
"Senator Talmadge, Herman E.",herman-talmadge/T000035
"Representative Tancredo, Thomas G.",thomas-tancredo/T000458
"Representative Tanner, John S.",john-tanner/T000038
"Representative Tate, Randy",randy-tate/T000048
"Representative Tauke, Thomas Joseph",thomas-tauke/T000053
"Representative Tauscher, Ellen O.",ellen-tauscher/T000057
"Representative Tauzin, W. J. (Billy)",w-tauzin/T000058
"Representative Taylor, Charles H.",charles-taylor/T000067
"Representative Taylor, G.",gene-taylor/T000075
"Representative Taylor, Gene",gene-taylor/T000074
"Representative Taylor, Roy A.",roy-taylor/T000099
"Representative Taylor, Scott",scott-taylor/T000477
"Representative Taylor, Van",van-taylor/T000479
"Representative Teague, Charles M.",charles-teague/T000109
"Representative Teague, Harry",harry-teague/T000466
"Representative Teague, Olin E.",olin-teague/T000110
"Representative Tejeda, Frank",frank-tejeda/T000113
"Representative Tenney, Claudia",claudia-tenney/T000478
"Representative Terry, Lee",lee-terry/T000459
"Senator Tester, Jon",jon-tester/T000464
"Senator Thomas, Craig",craig-thomas/T000162
"Representative Thomas, Lindsay",lindsay-thomas/T000184
"Representative Thomas, William M.",william-thomas/T000188
"Representative Thompson, Bennie G.",bennie-thompson/T000193
"Representative Thompson, Frank, Jr.",frank-thompson/T000200
"Senator Thompson, Fred",fred-thompson/T000457
"Representative Thompson, Glenn",glenn-thompson/T000467
"Representative Thompson, Mike",mike-thompson/T000460
"Representative Thomson, Vernon W.",vernon-thomson/T000233
"Representative Thone, Charles",charles-thone/T000234
"Representative Thornberry, Mac",william-thornberry/T000238
"Representative Thornton, Ray",ray-thornton/T000243
"Senator Thune, John",john-thune/T000250
"Representative Thurman, Karen L.",karen-thurman/T000253
"Senator Thurmond, Strom",james-thurmond/T000254
"Representative Tiahrt, Todd",todd-tiahrt/T000260
"Representative Tiberi, Patrick J.",patrick-tiberi/T000462
"Representative Tiernan, Robert O.",robert-tiernan/T000265
"Representative Tierney, John F.",john-tierney/T000266
"Senator Tillis, Thom",thomas-tillis/T000476
"Representative Timmons, William R. IV",william-timmons/T000480
"Representative Tipton, Scott  R.",scott-tipton/T000470
"Representative Titus, Dina",dina-titus/T000468
"Representative Tlaib, Rashida",rashida-tlaib/T000481
"Representative Tonko, Paul",paul-tonko/T000469
"Representative Tonry, Richard A.",richard-tonry/T000310
"Senator Toomey, Pat",pat-toomey/T000461
"Representative Torkildsen, Peter G.",peter-torkildsen/T000314
"Representative Torres Small, Xochitl",xochitl-torres-small/T000484
"Representative Torres, Estaban Edward",estaban-torres/T000316
"Representative Torres, Norma J.",norma-torres/T000474
"Senator Torricelli, Robert G.",robert-torricelli/T000317
"Representative Towell, David",david-towell/T000321
"Senator Tower, John G.",john-tower/T000322
