name,slug
"Representative Delaney, John K.",john-delaney/D000620
"Representative DeLauro, Rosa L.",rosa-delauro/D000216
"Representative DeLay, Tom",tom-delay/D000217
"Representative DelBene, Suzan K.",suzan-delbene/D000617
"Representative Delgado, Antonio",antonio-delgado/D000630
"Representative Dellenback, John",john-dellenback/D000220
"Representative Dellums, Ronald V.",ronald-dellums/D000222
"Representative Demings, Val Butler",val-demings/D000627
"Senator DeMint, Jim",james-demint/D000595
"Representative DeNardis, Lawrence J.",lawrence-denardis/D000231
"Representative Denham, Jeff",jeff-denham/D000612
"Representative Denholm, Frank E.",frank-denholm/D000234
"Representative Dennis, David W.",david-dennis/D000241
"Representative Dent, Charles W.",charles-dent/D000604
"Representative Dent, John H.",john-dent/D000255
"Senator Denton, Jeremiah",jeremiah-denton/D000259
"Representative Derrick, Butler C.",butler-derrick/D000267
"Representative Derwinski, Edward J.",edward-derwinski/D000269
"Representative DeSantis, Ron",ron-desantis/D000621
"Representative DeSaulnier, Mark",mark-desaulnier/D000623
"Representative DesJarlais, Scott",scott-desjarlais/D000616
"Representative Deutch, Theodore E.",theodore-deutch/D000610
"Representative Deutsch, Peter",peter-deutsch/D000275
"Representative Devine, Samuel L.",samuel-devine/D000279
"Senator DeWine, Mike",michael-dewine/D000294
"Representative Diaz-Balart, Lincoln",lincoln-diaz-balart/D000299
"Representative Diaz-Balart, Mario",mario-diaz-balart/D000600
"Representative Dickey, Jay",jay-dickey/D000312
"Representative Dickinson, William L.",william-dickinson/D000326
"Representative Dicks, Norman D.",norman-dicks/D000327
"Representative Diggs, Charles C., Jr.",charles-diggs/D000344
"Representative Dingell, Debbie",debbie-dingell/D000624
"Representative Dingell, John D.",john-dingell/D000355
"Representative DioGuardi, Joseph J.",joseph-dioguardi/D000359
"Senator Dixon, Alan J.",alan-dixon/D000366
"Representative Dixon, Julian C.",julian-dixon/D000373
"Representative Djou, Charles K.",charles-djou/D000611
"Senator Dodd, Christopher J.",christopher-dodd/D000388
"Representative Doggett, Lloyd",lloyd-doggett/D000399
"Representative Dold, Robert J.",robert-dold/D000613
"Senator Dole, Elizabeth",elizabeth-dole/D000601
"Senator Dole, Robert J.",robert-dole/D000401
"Senator Domenici, Pete V.",pete-domenici/D000407
"Senator Dominick, Peter H.",peter-dominick/D000409
"Representative Donnelly, Brian J.",brian-donnelly/D000416
"Senator Donnelly, Joe",joe-donnelly/D000607
"Representative Donohue, Harold D.",harold-donohue/D000419
"Representative Donovan, Daniel M., Jr.",daniel-donovan/D000625
"Representative Dooley, Calvin M.",cal-dooley/D000424
"Representative Doolittle, John T.",john-doolittle/D000429
"Senator Dorgan, Byron L.",byron-dorgan/D000432
"Representative Dorn, William Jennings Bryan",william-dorn/D000434
"Representative Dornan, Robert K.",robert-dornan/D000435
"Representative Dougherty, Charles F.",charles-dougherty/D000446
"Representative Douglas, Chuck",chuck-douglas/D000451
"Representative Dowdy, Wayne",wayne-dowdy/D000466
"Representative Downey, Thomas J.",thomas-downey/D000471
"Representative Downing, Thomas N.",thomas-downing/D000474
"Representative Doyle, Michael F.",mike-doyle/D000482
"Representative Drake, Thelma D.",thelma-drake/D000605
"Representative Dreier, David",david-dreier/D000492
"Representative Driehaus, Steve",steve-driehaus/D000609
"Representative Drinan, Robert F.",robert-drinan/D000499
"Representative du Pont, Pierre S., IV",pierre-du-pont/D000558
"Senator Duckworth, Tammy",tammy-duckworth/D000622
"Representative Duffy, Sean P.",sean-duffy/D000614
"Representative Dulski, Thaddeus J.",thaddeus-dulski/D000523
"Representative Duncan, Jeff",jeff-duncan/D000615
"Representative Duncan, John J.",john-duncan/D000534
"Representative Duncan, John J., Jr.",john-duncan/D000533
"Representative Duncan, Robert B.",robert-duncan/D000537
"Representative Dunn, Jennifer",jennifer-dunn/D000549
"Representative Dunn, Jim",jim-dunn/D000548
"Representative Dunn, Neal P.",neal-dunn/D000628
"Senator Durbin, Richard J.",richard-durbin/D000563
"Senator Durenberger, Dave",david-durenberger/D000566
"Senator Durkin, John A.",john-durkin/D000574
"Representative Dwyer, Bernard J.",bernard-dwyer/D000586
"Representative Dymally, Mervyn M.",mervyn-dymally/D000592
"Representative Dyson, Roy",royden-dyson/D000593
"Senator Eagleton, Thomas F.",thomas-eagleton/E000004
"Representative Early, Joseph D.",joseph-early/E000013
"Senator East, John P.",john-east/E000017
"Senator Eastland, James O.",james-eastland/E000018
"Representative Eckart, Dennis E.",dennis-eckart/E000031
"Representative Eckert, Fred J.",fred-eckert/E000033
"Representative Eckhardt, Bob",bob-eckhardt/E000035
"Representative Edgar, Robert W.",robert-edgar/E000043
"Representative Edwards, Chet",chet-edwards/E000063
"Representative Edwards, Don",don-edwards/E000064
"Representative Edwards, Donna F.",donna-edwards/E000290
"Representative Edwards, Jack",jack-edwards/E000084
"Senator Edwards, John",john-edwards/E000286
"Representative Edwards, Mickey",mickey-edwards/E000077
"Representative Ehlers, Vernon J.",vernon-ehlers/E000092
"Representative Ehrlich, Robert L., Jr.",robert-ehrlich/E000093
"Representative Eilberg, Joshua",joshua-eilberg/E000096
"Representative Ellison, Keith",keith-ellison/E000288
"Representative Ellmers, Renee L.",renee-ellmers/E000291
"Representative Ellsworth, Brad",brad-ellsworth/E000289
"Representative Emanuel, Rahm",rahm-emanuel/E000287
"Representative Emerson, Bill",bill-emerson/E000174
"Representative Emerson, Jo Ann",jo-emerson/E000172
"Representative Emery, David F.",david-emery/E000175
"Representative Emmer, Tom",tom-emmer/E000294
"Representative Engel, Eliot L.",eliot-engel/E000179
"Representative English, Glenn",glenn-english/E000184
"Representative English, Karan",karan-english/E000186
"Representative English, Phil",phil-english/E000187
"Senator Ensign, John",john-ensign/E000194
"Representative Enyart, William L.",william-enyart/E000292
"Senator Enzi, Michael B.",michael-enzi/E000285
"Representative Erdahl, Arlen",arlen-erdahl/E000198
"Representative Erdreich, Ben",ben-erdreich/E000201
"Representative Erlenborn, John N.",john-erlenborn/E000204
"Senator Ernst, Joni ",joni-ernst/E000295
"Representative Ertel, Allen E.",allen-ertel/E000208
"Senator Ervin, Sam J., Jr.",samuel-ervin/E000211
"Representative Esch, Marvin L.",marvin-esch/E000213
"Representative Escobar, Veronica",veronica-escobar/E000299
"Representative Eshleman, Edwin D.",edwin-eshleman/E000214
"Representative Eshoo, Anna G.",anna-eshoo/E000215
"Representative Espaillat, Adriano",adriano-espaillat/E000297
"Representative Espy, Mike",mike-espy/E000218
"Representative Estes, Ron",ron-estes/E000298
"Representative Esty, Elizabeth H.",elizabeth-esty/E000293
"Representative Etheridge, Bob",bob-etheridge/E000226
"Representative Evans, Billy Lee",billy-evans/E000233
"Representative Evans, Cooper",cooper-evans/E000259
"Senator Evans, Daniel J.",daniel-evans/E000236
"Representative Evans, David W.",david-evans/E000239
"Representative Evans, Dwight",dwight-evans/E000296
"Representative Evans, Frank E.",frank-evans/E000240
"Representative Evans, Lane",lane-evans/E000250
"Representative Evans, Melvin H.",melvin-evans/E000254
"Representative Evans, Thomas B., Jr.",thomas-evans/E000258
"Representative Everett, Terry",terry-everett/E000268
"Representative Evins, Joe L.",joseph-evins/E000273
"Representative Ewing, Thomas W.",thomas-ewing/E000282
"Senator Exon, J. James",john-exon/E000284
"Senator Faircloth, Lauch",duncan-faircloth/F000437
"Representative Faleomavaega, Eni F. H.",eni-faleomavaega/F000010
"Representative Fallin, Mary",mary-fallin/F000453
"Senator Fannin, Paul J.",paul-fannin/F000013
"Representative Farenthold, Blake",blake-farenthold/F000460
"Representative Farr, Sam",sam-farr/F000030
"Representative Fary, John G.",john-fary/F000040
"Representative Fascell, Dante B.",dante-fascell/F000041
"Representative Faso, John J.",john-faso/F000464
"Representative Fattah, Chaka",chaka-fattah/F000043
"Representative Fauntroy, Walter E.",walter-fauntroy/F000046
"Representative Fawell, Harris W.",harris-fawell/F000049
"Representative Fazio, Vic",vic-fazio/F000053
"Representative Feeney, Tom",tom-feeney/F000447
"Representative Feighan, Edward F.",edward-feighan/F000059
"Senator Feingold, Russell D.",russell-feingold/F000061
"Senator Feinstein, Dianne",dianne-feinstein/F000062
"Representative Fenwick, Millicent H.",millicent-fenwick/F000078
"Representative Ferguson, A. Drew, IV",a-ferguson/F000465
"Representative Ferguson, Mike",mike-ferguson/F000443
"Representative Ferraro, Geraldine A.",geraldine-ferraro/F000088
"Representative Fiedler, Bobbi",bobbi-fiedler/F000102
"Representative Fields, Cleo",cleo-fields/F000110
"Representative Fields, Jack",jack-fields/F000111
"Representative Filner, Bob",bob-filner/F000116
"Representative Fincher, Stephen Lee",stephen-fincher/F000458
"Representative Findley, Paul",paul-findley/F000123
"Representative Fingerhut, Eric D.",eric-fingerhut/F000128
"Representative Finkenauer, Abby",abby-finkenauer/F000467
"Senator Fischer, Deb",deb-fischer/F000463
"Representative Fish, Hamilton, Jr.",hamilton-fish/F000141
"Representative Fisher, Joesph L.",joseph-fisher/F000151
"Representative Fisher, O. C.",ovie-fisher/F000152
"Representative Fithian, Floyd J.",floyd-fithian/F000161
"Senator Fitzgerald, Peter",peter-fitzgerald/F000442
"Representative Fitzpatrick, Brian K.",brian-fitzpatrick/F000466
"Representative Fitzpatrick, Michael G.",michael-fitzpatrick/F000451
"Representative Flake, Floyd H.",floyd-flake/F000184
"Senator Flake, Jeff",jeff-flake/F000444
"Representative Flanagan, Michael Patrick",michael-flanagan/F000187
"Representative Fleischmann, Charles J. ""Chuck""",charles-fleischmann/F000459
"Representative Fleming, John",john-fleming/F000456
"Representative Fletcher, Ernie",ernest-fletcher/F000441
"Representative Fletcher, Lizzie",lizzie-fletcher/F000468
"Representative Flippo, Ronnie G.",ronnie-flippo/F000208
"Representative Flood, Daniel J.",daniel-flood/F000209
"Representative Flores, Bill",bill-flores/F000461
"Representative Florio, James J.",james-florio/F000215
"Representative Flowers, Walter",walter-flowers/F000218
"Representative Flynt, John J., Jr.",john-flynt/F000229
"Representative Foglietta, Thomas M.",thomas-foglietta/F000235
"Representative Foley, Mark",mark-foley/F000238
"Representative Foley, Thomas S.",thomas-foley/F000239
"Senator Fong, Hiram L.",hiram-fong/F000245
"Representative Forbes, J. Randy",j-forbes/F000445
"Representative Forbes, Michael P.",michael-forbes/F000257
"Representative Ford, Gerald R., Jr.",gerald-ford/F000260
"Representative Ford, Harold E.",harold-ford/F000261
"Representative Ford, Harold E., Jr.",harold-ford/F000262
"Senator Ford, Wendell H.",wendell-ford/F000268
"Representative Ford, William D.",william-ford/F000270
"Representative Forsythe, Edwin B.",edwin-forsythe/F000286
"Representative Fortenberry, Jeff",jeff-fortenberry/F000449
"Representative Fortuno, Luis G.",luis-fortuno/F000452
"Representative Fossella, Vito",vito-fossella/F000440
"Representative Foster, Bill",bill-foster/F000454
"Representative Fountain, L. H.",lawrence-fountain/F000319
"Representative Fowler, Tillie",tillie-fowler/F000328
"Senator Fowler, Wyche, Jr.",wyche-fowler/F000329
"Representative Fox, Jon D.",jon-fox/F000332
"Representative Foxx, Virginia",virginia-foxx/F000450
"Senator Frahm, Sheila",sheila-frahm/F000438
"Representative Frank, Barney",barney-frank/F000339
"Representative Frankel, Lois",lois-frankel/F000462
"Senator Franken, Al",al-franken/F000457
"Representative Franklin, William W.",william-franklin/F000347
"Representative Franks, Bob",bob-franks/F000349
"Representative Franks, Gary A.",gary-franks/F000348
"Representative Franks, Trent",trent-franks/F000448
"Representative Fraser, Donald M.",donald-fraser/F000350
"Representative Frazer, Victor O.",victor-frazer/F000351
"Representative Frelinghuysen, Peter H. B.",peter-frelinghuysen/F000371
"Representative Frelinghuysen, Rodney P.",rodney-frelinghuysen/F000372
"Representative Frenzel, Bill",william-frenzel/F000380
"Representative Frey, Lou, Jr.",louis-frey/F000381
"Representative Frisa, Dan",daniel-frisa/F000387
"Senator Frist, William H.",william-frist/F000439
"Representative Froehlich, Harold V.",harold-froehlich/F000388
"Representative Frost, Martin",martin-frost/F000392
"Representative Fudge, Marcia L.",marcia-fudge/F000455
"Senator Fulbright, James",james-fulbright/F000401
"Representative Fulcher, Russ",russ-fulcher/F000469
"Representative Fulton, Richard",richard-fulton/F000424
"Representative Funderburk, David",david-funderburk/F000426
"Representative Fuqua, Don",don-fuqua/F000430
"Representative Furse, Elizabeth",elizabeth-furse/F000434
"Representative Fuster, Jamie B.",jamie-fuster/F000435
"Representative Gabbard, Tulsi",tulsi-gabbard/G000571
"Representative Gaetz, Matt",matt-gaetz/G000578
"Representative Gallagher, Mike",mike-gallagher/G000579
"Representative Gallegly, Elton",elton-gallegly/G000021
"Representative Gallego, Pete P.",pete-gallego/G000572
"Representative Gallego, Ruben",ruben-gallego/G000574
"Representative Gallo, Dean A.",dean-gallo/G000025
"Representative Gammage, Robert A.",bob-gammage/G000036
"Representative Ganske, Greg",greg-ganske/G000041
"Representative Garamendi, John",john-garamendi/G000559
"Representative Garcia, Jesus G. ""Chuy""",jesus-garcia/G000586
"Representative Garcia, Joe",joe-garcia/G000573
"Representative Garcia, Robert",robert-garcia/G000047
"Representative Garcia, Sylvia R.",sylvia-garcia/G000587
"Senator Gardner, Cory",cory-gardner/G000562
"Senator Garn, E. J. (Jake)",edwin-garn/G000072
"Representative Garrett, Scott",scott-garrett/G000548
"Representative Garrett, Thomas A., Jr.",thomas-garrett/G000580
"Representative Gaydos, Joseph M.",joseph-gaydos/G000105
"Representative Gejdenson, Sam",samuel-gejdenson/G000120
"Representative Gekas, George W.",george-gekas/G000121
"Representative Gephardt, Richard A.",richard-gephardt/G000132
"Representative Geren, Pete",pete-geren/G000134
"Representative Gerlach, Jim",jim-gerlach/G000549
"Representative Gettys, Tom S.",thomas-gettys/G000144
"Representative Giaimo, Robert N.",robert-giaimo/G000151
"Representative Gianforte, Greg",greg-gianforte/G000584
"Representative Gibbons, Jim",jim-gibbons/G000152
"Representative Gibbons, Sam",sam-gibbons/G000153
"Representative Gibbs, Bob",bob-gibbs/G000563
"Representative Gibson, Christopher P.",christopher-gibson/G000564
"Representative Giffords, Gabrielle",gabrielle-giffords/G000554
"Representative Gilchrest, Wayne T.",wayne-gilchrest/G000180
"Senator Gillibrand, Kirsten E.",kirsten-gillibrand/G000555
"Representative Gillmor, Paul E.",paul-gillmor/G000210
"Representative Gilman, Benjamin A.",benjamin-gilman/G000212
"Representative Gingrey, Phil",phil-gingrey/G000550
"Representative Gingrich, Newt",newt-gingrich/G000225
"Representative Ginn, Bo",bo-ginn/G000226
"Senator Glenn, John H., Jr.",john-glenn/G000236
"Representative Glickman, Dan",dan-glickman/G000240
"Representative Gohmert, Louie",louie-gohmert/G000552
"Representative Golden, Jared F.",jared-golden/G000592
"Senator Goldwater, Barry",barry-goldwater/G000267
"Representative Goldwater, Barry, Jr.",barry-goldwater/G000268
"Representative Gomez, Jimmy",jimmy-gomez/G000585
"Representative Gonzalez, Anthony",anthony-gonzalez/G000588
"Representative Gonzalez, Charles A.",charles-gonzalez/G000544
"Representative Gonzalez, Henry B.",henry-gonzalez/G000272
"Representative Gonzalez, Vicente",vicente-gonzalez/G000581
"Representative Gonzalez-Colon, Jenniffer",jenniffer-gonzalez-colon/G000582
"Representative Goode, Virgil H., Jr.",virgil-goode/G000280
"Representative Gooden, Lance",lance-gooden/G000589
"Representative Goodlatte, Bob",robert-goodlatte/G000289
"Representative Goodling, William F.",bill-goodling/G000291
"Senator Goodwin, Carte Patrick",carte-goodwin/G000561
"Representative Gordon, Bart",bart-gordon/G000309
"Senator Gore, Albert, Jr.",albert-gore/G000321
"Senator Gorton, Slade",thomas-gorton/G000333
"Representative Gosar, Paul A.",paul-gosar/G000565
"Representative Goss, Porter J.",porter-goss/G000336
"Representative Gottheimer, Josh",josh-gottheimer/G000583
"Representative Gowdy, Trey",trey-gowdy/G000566
"Representative Gradison, Willis D., Jr.",willis-gradison/G000349
"Senator Graham, Bob",daniel-graham/G000352
"Representative Graham, Gwen",gwen-graham/G000575
"Senator Graham, Lindsey",lindsey-graham/G000359
"Senator Gramm, Phil",william-gramm/G000365
"Senator Grams, Rod",rod-grams/G000367
"Representative Grandy, Fred",fred-grandy/G000371
"Representative Granger, Kay",kay-granger/G000377
"Representative Grant, Bill",bill-grant/G000382
"Senator Grassley, Chuck",charles-grassley/G000386
"Representative Grasso, Ella T.",ella-grasso/G000387
"Senator Gravel, Mike",maurice-gravel/G000388
"Representative Graves, Garret",garret-graves/G000577
"Representative Graves, Sam",sam-graves/G000546
"Representative Graves, Tom",tom-graves/G000560
"Representative Gray, Kenneth J.",kenneth-gray/G000400
"Representative Gray, William H., III",william-gray/G000402
"Representative Grayson, Alan",alan-grayson/G000556
"Representative Green, Al",al-green/G000553
"Representative Green, Edith",edith-green/G000407
"Representative Green, Gene",gene-green/G000410
"Representative Green, Mark",mark-green/G000545
"Representative Green, Mark E.",mark-green/G000590
"Representative Green, S. William",s-green/G000417
"Representative Green, William J.",william-green/G000420
"Representative Greenwood, James C.",james-greenwood/G000439
"Senator Gregg, Judd",judd-gregg/G000445
"Senator Griffin, Robert P.",robert-griffin/G000465
"Representative Griffin, Tim",tim-griffin/G000567
"Representative Griffith, H. Morgan",h-griffith/G000568
"Representative Griffith, Parker",parker-griffith/G000557
"Representative Griffiths, Martha W.",martha-griffiths/G000471
"Representative Grijalva, Raul M.",raul-grijalva/G000551
"Representative Grimm, Michael G.",michael-grimm/G000569
"Representative Grisham, Wayne R.",wayne-grisham/G000480
"Representative Gross, H. R.",harold-gross/G000495
"Representative Grotberg, John E.",john-grotberg/G000499
"Representative Grothman, Glenn",glenn-grothman/G000576
"Representative Grover, James R., Jr.",james-grover/G000504
"Representative Grucci, Felix J., Jr.",felix-grucci/G000547
"Representative Guarini, Frank J.",frank-guarini/G000511
"Representative Gubser, Charles S.",charles-gubser/G000512
"Representative Gude, Gilbert",gilbert-gude/G000513
"Representative Gudger, V. Lamar",lamar-gudger/G000515
"Representative Guest, Michael",michael-guest/G000591
"Representative Guinta, Frank C.",frank-guinta/G000570
"Representative Gunderson, Steve",steve-gunderson/G000524
"Representative Gunter, Bill",william-gunter/G000528
"Senator Gurney, Edward J.",edward-gurney/G000531
"Representative Guthrie, Brett",brett-guthrie/G000558
"Representative Gutierrez, Luis V.",luis-gutierrez/G000535
"Representative Gutknecht, Gil",gil-gutknecht/G000536
"Representative Guyer, Tennyson",tennyson-guyer/G000537
"Representative Haaland, Debra A.",debra-haaland/H001080
"Senator Hagan, Kay R.",kay-hagan/H001049
"Representative Hagedorn, Jim",jim-hagedorn/H001088
"Representative Hagedorn, Thomas M.",tom-hagedorn/H000012
"Senator Hagel, Chuck",chuck-hagel/H001028
"Representative Hahn, Janice",janice-hahn/H001063
"Representative Haley, James A.",james-haley/H000041
"Representative Hall, John J.",john-hall/H001039
"Representative Hall, Katie",katie-hall/H000058
"Representative Hall, Ralph M.",ralph-hall/H000067
"Representative Hall, Sam B., Jr.",sam-hall/H000070
"Representative Hall, Tim L.",tim-hall/H000073
"Representative Hall, Tony P.",tony-hall/H000074
"Representative Halvorson, Deborah L.",deborah-halvorson/H001044
"Representative Hamburg, Dan",dan-hamburg/H000096
"Representative Hamilton, Lee H.",lee-hamilton/H000114
"Representative Hammerschmidt, John P.",john-hammerschmidt/H000124
"Representative Hanabusa, Colleen",colleen-hanabusa/H001050
"Representative Hance, Kent R.",kent-hance/H000144
"Representative Hancock, Mel",melton-hancock/H000151
"Representative Handel, Karen C.",karen-handel/H001078
"Representative Hanley, James M.",james-hanley/H000158
"Representative Hanna, Richard L.",richard-hanna/H001051
"Representative Hanna, Richard T.",richard-hanna/H000164
"Representative Hannaford, Mark W.",mark-hannaford/H000166
"Representative Hanrahan, Robert P.",robert-hanrahan/H000168
"Senator Hansen, Clifford P.",clifford-hansen/H000170
"Representative Hansen, George V.",george-hansen/H000171
"Representative Hansen, James V.",james-hansen/H000172
"Representative Hansen, Julia Butler",julia-hansen/H000174
"Representative Hansen, Orval",orval-hansen/H000175
"Representative Harder, Josh",josh-harder/H001090
"Representative Hardy, Cresent",cresent-hardy/H001070
"Representative Hare, Phil",phil-hare/H001040
"Senator Harkin, Tom",thomas-harkin/H000206
"Representative Harman, Jane",jane-harman/H000213
"Representative Harper, Gregg",gregg-harper/H001045
"Representative Harrington, Michael J.",michael-harrington/H000230
"Representative Harris, Andy",andy-harris/H001052
"Representative Harris, Claude",claude-harris/H000236
"Representative Harris, Herbert E., II",herbert-harris/H000241
"Senator Harris, Kamala D.",kamala-harris/H001075
"Representative Harris, Katherine",katherine-harris/H001035
"Representative Harrison, Frank",frank-harrison/H000269
"Representative Harsha, William H.",william-harsha/H000281
"Senator Hart, Gary W.",gary-hart/H000287
"Representative Hart, Melissa A.",melissa-hart/H001033
"Senator Hart, Philip A.",philip-hart/H000291
"Senator Hartke, Vance",rupert-hartke/H000297
"Representative Hartnett, Thomas F.",thomas-hartnett/H000302
"Representative Hartzler, Vicky",vicky-hartzler/H001053
"Representative Harvey, James",james-harvey/H000306
"Senator Haskell, Floyd K.",floyd-haskell/H000317
"Senator Hassan, Margaret Wood",margaret-hassan/H001076
"Representative Hastert, J. Dennis",j-hastert/H000323
"Representative Hastings, Alcee L.",alcee-hastings/H000324
"Representative Hastings, Doc",doc-hastings/H000329
"Representative Hastings, James F.",james-hastings/H000327
"Senator Hatch, Orrin G.",orrin-hatch/H000338
"Representative Hatcher, Charles",charles-hatcher/H000340
"Senator Hatfield, Mark O.",mark-hatfield/H000343
"Senator Hatfield, Paul",paul-hatfield/H000344
"Senator Hathaway, William D.",william-hathaway/H000346
"Representative Hawkins, Augustus F.",augustus-hawkins/H000367
"Senator Hawkins, Paula",paula-hawkins/H000374
"Senator Hawley, Josh ",josh-hawley/H001089
"Senator Hayakawa, Samuel Ichiye",samuel-hayakawa/H000384
"Representative Hayes, Charles A.",charles-hayes/H000388
"Representative Hayes, Jahana",jahana-hayes/H001081
"Representative Hayes, James A.",jimmy-hayes/H000390
"Representative Hayes, Philip H.",philip-hayes/H000392
"Representative Hayes, Robin",robin-hayes/H001029
"Representative Hays, Wayne L.",wayne-hays/H000408
"Representative Hayworth, J. D.",j-hayworth/H000413
"Representative Hayworth, Nan A. S.",nan-hayworth/H001054
"Representative Hebert, F. Edward",felix-hebert/H000437
"Representative Hechler, Ken",kenneth-hechler/H000438
"Senator Hecht, Chic",jacob-hecht/H000439
"Representative Heck, Denny",denny-heck/H001064
"Representative Heck, Joseph J.",joseph-heck/H001055
"Representative Heckler, Margaret M.",margaret-heckler/H000440
"Representative Hefley, Joel",joel-hefley/H000444
"Senator Heflin, Howell",howell-heflin/H000445
"Representative Hefner, W. G. (Bill)",w-hefner/H000448
"Representative Heftel, Cecil",cecil-heftel/H000449
"Representative Heineman, Frederick K. (Fred)",frederick-heineman/H000452
"Senator Heinrich, Martin",martin-heinrich/H001046
"Senator Heinz, John",henry-heinz/H000456
"Senator Heitkamp, Heidi",heidi-heitkamp/H001069
"Senator Heller, Dean",dean-heller/H001041
"Senator Helms, Jesse",jesse-helms/H000463
"Representative Helstoski, Henry",henry-helstoski/H000465
"Representative Henderson, David N.",david-henderson/H000479
"Representative Hendon, Bill",william-hendon/H000490
"Representative Henry, Paul B.",paul-henry/H000514
"Representative Hensarling, Jeb",jeb-hensarling/H001036
"Representative Herger, Wally",wally-herger/H000528
"Representative Hern, Kevin",kevin-hern/H001082
"Representative Herrera Beutler, Jaime",jaime-herrera-beutler/H001056
"Representative Herseth Sandlin, Stephanie",stephanie-herseth-sandlin/H001037
"Representative Hertel, Dennis M.",dennis-hertel/H000547
"Representative Hice, Jody B.",jody-hice/H001071
"Representative Hicks, Floyd V.",floyd-hicks/H000563
"Representative Higgins, Brian",brian-higgins/H001038
"Representative Higgins, Clay",clay-higgins/H001077
"Representative Hightower, Jack E.",jack-hightower/H000582
"Representative Hiler, John Patrick",john-hiler/H000586
"Representative Hill, Baron P.",baron-hill/H001030
"Representative Hill, J. French",j-hill/H001072
"Representative Hill, Katie",katie-hill/H001087
"Representative Hill, Rick",rick-hill/H000605
"Representative Hilleary, Van",van-hilleary/H000615
"Representative Hilliard, Earl F.",earl-hilliard/H000621
"Representative Hillis, Elwood H.",elwood-hillis/H000624
"Representative Himes, James A.",james-himes/H001047
"Representative Hinchey, Maurice D.",maurice-hinchey/H000627
"Representative Hinojosa, Ruben",ruben-hinojosa/H000636
"Representative Hinshaw, Andrew J.",andrew-hinshaw/H000638
"Representative Hinson, Jon C.",jon-hinson/H000641
"Senator Hirono, Mazie K.",mazie-hirono/H001042
"Representative Hoagland, Peter",peter-hoagland/H000652
"Representative Hobson, David L.",david-hobson/H000666
"Representative Hochbrueckner, George J.",george-hochbrueckner/H000670
"Representative Hochul, Kathleen C.",kathleen-hochul/H001062
"Representative Hodes, Paul W.",paul-hodes/H001043
"Senator Hodges, Kaneaster, Jr.",kaneaster-hodges/H000675
"Representative Hoeffel, Joseph M.",joseph-hoeffel/H001031
"Representative Hoekstra, Peter",peter-hoekstra/H000676
"Senator Hoeven, John",john-hoeven/H001061
"Representative Hogan, Lawrence J.",lawrence-hogan/H000692
"Representative Hoke, Martin R.",martin-hoke/H000707
"Representative Holden, Tim",tim-holden/H000712
"Representative Holding, George",george-holding/H001065
"Representative Holifield, Chet",chet-holifield/H000713
"Representative Holland, Kenneth L.",kenneth-holland/H000719
"Representative Hollenbeck, Harold C.",harold-hollenbeck/H000722
"Senator Hollings, Ernest F.",ernest-hollings/H000725
"Representative Hollingsworth, Trey",trey-hollingsworth/H001074
"Representative Holloway, Clyde",clyde-holloway/H000729
"Representative Holt, Marjorie S.",marjorie-holt/H000747
"Representative Holt, Rush",rush-holt/H001032
"Representative Holtzman, Elizabeth",elizabeth-holtzman/H000752
"Representative Honda, Michael M.",michael-honda/H001034
"Representative Hooley, Darlene",darlene-hooley/H000762
"Representative Hopkins, Larry J.",larry-hopkins/H000776
"Representative Horn, Joan Kelly",joan-horn/H000788
"Representative Horn, Kendra S.",kendra-horn/H001083
"Representative Horn, Stephen",steve-horn/H000789
"Representative Horsford, Steven",steven-horsford/H001066
"Representative Horton, Frank J.",frank-horton/H000797
"Representative Hosmer, Craig",craig-hosmer/H000802
"Representative Hostettler, John N.",john-hostettler/H000807
"Representative Houghton, Amo",amo-houghton/H000814
"Representative Houlahan, Chrissy",chrissy-houlahan/H001085
"Representative Howard, James J.",james-howard/H000840
"Representative Howe, Allan",allan-howe/H000851
"Representative Hoyer, Steny H.",steny-hoyer/H000874
"Senator Hruska, Roman L.",roman-hruska/H000875
"Representative Hubbard, Carroll, Jr.",carroll-hubbard/H000878
"Representative Huber, Robert J.",robert-huber/H000897
"Representative Huckaby, Thomas J. (Jerry)",jerry-huckaby/H000901
"Senator Huddleston, Walter (Dee)",walter-huddleston/H000905
"Representative Hudnut, William H., III",william-hudnut/H000906
"Representative Hudson, Richard",richard-hudson/H001067
"Representative Huelskamp, Tim",tim-huelskamp/H001057
"Representative Huffington, Michael",michael-huffington/H000912
"Representative Huffman, Jared",jared-huffman/H001068
"Senator Hughes, Harold E.",harold-hughes/H000922
"Representative Hughes, William J.",william-hughes/H000930
"Representative Huizenga, Bill",bill-huizenga/H001058
"Representative Hulshof, Kenny C.",kenny-hulshof/H000948
"Representative Hultgren, Randy",randy-hultgren/H001059
"Senator Humphrey, Gordon J.",gordon-humphrey/H000951
"Senator Humphrey, Hubert H.",hubert-humphrey/H000953
"Senator Humphrey, Muriel",muriel-humphrey/H000956
"Representative Hungate, William L.",william-hungate/H000965
"Representative Hunt, John E.",john-hunt/H000972
"Representative Hunter, Duncan",duncan-hunter/H000981
"Representative Hunter, Duncan D.",duncan-hunter/H001048
"Representative Hurd, Will",will-hurd/H001073
"Representative Hurt, Robert",robert-hurt/H001060
"Representative Hutchinson, Asa",asa-hutchinson/H001014
"Representative Hutchinson, Edward",edward-hutchinson/H001011
